1.2421431	1.1717629
2.3348046	1.8823554
0.13264331	0.34282705
2.3469988	2.1056512
-1.8707854	-0.79712021
1.7572682	1.4709548
-2.8174477	-1.3701397
0.86214789	1.2178235
-3.988327	-1.5208724
-2.6069534	-0.99119802
-1.5073673	-0.71916443
-0.62500378	0.14789525
-0.28015898	0.40247523
-0.10117321	0.39212724
-4.070551	-1.6038757
-1.7480843	-0.5651051
-1.4937856	-0.30838877
2.156976	2.0666331
-4.9779585	-1.6942251
2.0093448	1.9221703
0.90916205	0.94870075
2.5424801	2.0884899
-0.62859563	0.12501713
-2.3429246	-1.1813651
-1.2165585	-0.4384092
-4.8805891	-1.486057
0.37525605	0.81341626
1.8048051	1.7304581
1.7980896	1.5400972
-0.72123756	-0.041704261
-3.4374984	-1.3721798
-0.010777135	0.42413595
2.9141333	2.2643926
-4.2260437	-1.4192846
-3.5427174	-1.5011527
-4.3975951	-1.5990128
-0.95217727	-0.45044438
-3.49337	-1.2828881
-0.53982031	-0.13282607
1.4432991	1.4319692
0.73450428	0.85151329
0.34811345	0.64654095
